appearance_id,capture_date,bee_number,assigned_tag,tag_type,tag_id,status,image_count,angles,declared_tags,decoder_statuses,review_flags,source_assigned_tag,source_status,reviewed_tag,review_status,review_note,domain_status,analysis_included
2026-06-10/bee-68,2026-06-10,68,aruco:350,aruco,350,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:350,confirmed,,in_domain,true
2026-06-10/bee-69,2026-06-10,69,aruco:288,aruco,288,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:288,confirmed,,in_domain,true
2026-06-10/bee-70,2026-06-10,70,aruco:305,aruco,305,assigned,3,1;2;3,aruco:305,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:305,assigned,aruco:305,confirmed,,in_domain,true
2026-06-10/bee-71,2026-06-10,71,aruco:451,aruco,451,assigned,2,1;2,aruco:451,decoder_conflict,decoder_competition_or_disagreement,aruco:451,assigned,aruco:451,confirmed,,in_domain,true
2026-06-10/bee-72,2026-06-10,72,aruco:327,aruco,327,assigned,1,1,aruco:327,decoder_conflict,decoder_competition_or_disagreement,aruco:327,assigned,aruco:327,confirmed,,in_domain,true
2026-06-10/bee-73,2026-06-10,73,aruco:396,aruco,396,assigned,1,1,aruco:396,decoder_conflict,decoder_competition_or_disagreement,aruco:396,assigned,aruco:396,confirmed,,in_domain,true
2026-06-10/bee-74,2026-06-10,74,aruco:321,aruco,321,assigned,1,1,,no_tag_decoded,decoder_did_not_confirm_all_images,,missing_tag,aruco:321,confirmed,,in_domain,true
2026-06-10/bee-75,2026-06-10,75,aruco:333,aruco,333,assigned,1,1,aruco:333,decoder_confirmed,,aruco:333,assigned,aruco:333,confirmed,,in_domain,true
2026-06-10/bee-76,2026-06-10,76,aruco:363,aruco,363,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:363,confirmed,,in_domain,true
2026-06-10/bee-77,2026-06-10,77,aruco:371,aruco,371,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:371,confirmed,,in_domain,true
2026-06-10/bee-78,2026-06-10,78,aruco:392,aruco,392,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:392,confirmed,,in_domain,true
2026-06-10/bee-79,2026-06-10,79,aruco:317,aruco,317,assigned,1,1,aruco:317,decoder_confirmed_with_competing_ids,decoder_competition_or_disagreement,aruco:317,assigned,aruco:317,confirmed,,in_domain,true
2026-06-10/bee-80,2026-06-10,80,aruco:424,aruco,424,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:424,confirmed,,in_domain,true
2026-06-10/bee-81,2026-06-10,81,aruco:314,aruco,314,assigned,2,1;2,aruco:314,decoder_conflict,decoder_competition_or_disagreement,aruco:314,assigned,aruco:314,confirmed,,in_domain,true
2026-06-10/bee-82,2026-06-10,82,aruco:408,aruco,408,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:408,confirmed,,in_domain,true
2026-06-10/bee-83,2026-06-10,83,aruco:278,aruco,278,assigned,1,1,aruco:278,decoder_conflict,decoder_competition_or_disagreement,aruco:278,assigned,aruco:278,confirmed,,in_domain,true
2026-06-10/bee-84,2026-06-10,84,aruco:455,aruco,455,assigned,1,1,aruco:455,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:455,assigned,aruco:455,confirmed,,in_domain,true
2026-06-10/bee-85,2026-06-10,85,aruco:296,aruco,296,assigned,1,1,aruco:296,decoder_confirmed,,aruco:296,assigned,aruco:296,confirmed,,in_domain,true
2026-06-10/bee-86,2026-06-10,86,aruco:346,aruco,346,assigned,1,1,aruco:346,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:346,assigned,aruco:346,confirmed,,in_domain,true
2026-06-10/bee-87,2026-06-10,87,aruco:271,aruco,271,assigned,2,1;2,aruco:271,decoder_confirmed;decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:271,assigned,aruco:271,confirmed,,in_domain,true
2026-06-10/bee-88,2026-06-10,88,aruco:426,aruco,426,assigned,2,1;2,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,aruco:426,confirmed,,in_domain,true
2026-06-10/bee-89,2026-06-10,89,aruco:302,aruco,302,assigned,1,1,aruco:302,decoder_conflict,decoder_competition_or_disagreement,aruco:302,assigned,aruco:302,confirmed,,in_domain,true
2026-06-10/bee-90,2026-06-10,90,aruco:299,aruco,299,assigned,1,1,aruco:299,decoder_conflict,decoder_competition_or_disagreement,aruco:299,assigned,aruco:299,confirmed,,in_domain,true
2026-06-10/bee-91,2026-06-10,91,aruco:275,aruco,275,assigned,1,1,aruco:275,decoder_conflict,decoder_competition_or_disagreement,aruco:275,assigned,aruco:275,confirmed,,in_domain,true
2026-06-10/bee-92,2026-06-10,92,aruco:331,aruco,331,assigned,1,1,aruco:331,decoder_conflict,decoder_competition_or_disagreement,aruco:331,assigned,aruco:331,confirmed,,in_domain,true
2026-06-10/bee-93,2026-06-10,93,aruco:441,aruco,441,assigned,1,1,aruco:441,decoder_conflict,decoder_competition_or_disagreement,aruco:441,assigned,aruco:441,confirmed,,in_domain,true
2026-06-10/bee-94,2026-06-10,94,aruco:377,aruco,377,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:377,confirmed,,in_domain,true
2026-06-10/bee-95,2026-06-10,95,aruco:436,aruco,436,assigned,1,1,aruco:436,decoder_conflict,decoder_competition_or_disagreement,aruco:436,assigned,aruco:436,confirmed,,in_domain,true
2026-06-10/bee-96,2026-06-10,96,aruco:300,aruco,300,assigned,1,1,aruco:300,decoder_conflict,decoder_competition_or_disagreement,aruco:300,assigned,aruco:300,confirmed,,in_domain,true
2026-06-10/bee-97,2026-06-10,97,aruco:289,aruco,289,assigned,1,1,aruco:289,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:289,assigned,aruco:289,confirmed,,in_domain,true
2026-06-10/bee-98,2026-06-10,98,aruco:310,aruco,310,assigned,2,1;2,aruco:310,decoder_conflict,decoder_competition_or_disagreement,aruco:310,assigned,aruco:310,confirmed,,in_domain,true
2026-06-10/bee-99,2026-06-10,99,aruco:272,aruco,272,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:272,confirmed,,in_domain,true
2026-06-10/bee-100,2026-06-10,100,aruco:386,aruco,386,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:386,confirmed,,in_domain,true
2026-06-10/bee-101,2026-06-10,101,aruco:374,aruco,374,assigned,1,1,aruco:374,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:374,assigned,aruco:374,confirmed,,in_domain,true
2026-06-10/bee-102,2026-06-10,102,aruco:417,aruco,417,assigned,2,1;2,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,aruco:417,confirmed,,in_domain,true
2026-06-10/bee-103,2026-06-10,103,aruco:417,aruco,417,assigned,1,1,aruco:417,decoder_conflict,decoder_competition_or_disagreement,aruco:417,assigned,aruco:417,confirmed,,in_domain,true
2026-06-10/bee-104,2026-06-10,104,aruco:297,aruco,297,assigned,1,1,aruco:297,decoder_conflict,decoder_competition_or_disagreement,aruco:297,assigned,aruco:297,confirmed,,in_domain,true
2026-06-10/bee-105,2026-06-10,105,aruco:434,aruco,434,assigned,3,1;2;3,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,aruco:434,confirmed,,in_domain,true
2026-06-10/bee-106,2026-06-10,106,aruco:336,aruco,336,assigned,2,1;2,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,aruco:336,confirmed,,in_domain,true
2026-06-10/bee-107,2026-06-10,107,aruco:292,aruco,292,assigned,1,1,,no_tag_decoded,decoder_did_not_confirm_all_images,,missing_tag,aruco:292,confirmed,,in_domain,true
2026-06-10/bee-108,2026-06-10,108,aruco:269,aruco,269,assigned,1,1,aruco:269,decoder_confirmed,,aruco:269,assigned,aruco:269,confirmed,,in_domain,true
2026-06-10/bee-109,2026-06-10,109,aruco:360,aruco,360,assigned,1,1,aruco:360,decoder_conflict,decoder_competition_or_disagreement,aruco:360,assigned,aruco:360,confirmed,,in_domain,true
2026-06-10/bee-110,2026-06-10,110,aruco:287,aruco,287,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:287,confirmed,,in_domain,true
2026-06-10/bee-111,2026-06-10,111,aruco:369,aruco,369,assigned,1,1,aruco:369,decoder_confirmed,,aruco:369,assigned,aruco:369,confirmed,,in_domain,true
2026-06-10/bee-112,2026-06-10,112,aruco:349,aruco,349,assigned,1,1,aruco:349,decoder_confirmed,,aruco:349,assigned,aruco:349,confirmed,,in_domain,true
2026-06-10/bee-113,2026-06-10,113,aruco:282,aruco,282,assigned,3,1;2;3,aruco:282,decoder_confirmed;decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:282,assigned,aruco:282,confirmed,,in_domain,true
2026-06-10/bee-114,2026-06-10,114,aruco:354,aruco,354,assigned,1,1,aruco:354,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:354,assigned,aruco:354,confirmed,,in_domain,true
2026-06-10/bee-115,2026-06-10,115,aruco:445,aruco,445,assigned,1,1,aruco:445,decoder_conflict,decoder_competition_or_disagreement,aruco:445,assigned,aruco:445,confirmed,,in_domain,true
2026-06-10/bee-116,2026-06-10,116,aruco:308,aruco,308,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:308,confirmed,,in_domain,true
2026-06-10/bee-117,2026-06-10,117,aruco:379,aruco,379,assigned,2,1;2,aruco:379,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:379,assigned,aruco:379,confirmed,,in_domain,true
2026-06-11/bee-1,2026-06-11,1,aruco:462,aruco,462,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:462,confirmed,,in_domain,true
2026-06-11/bee-2,2026-06-11,2,aruco:332,aruco,332,assigned,1,1,aruco:332,decoder_conflict,decoder_competition_or_disagreement,aruco:332,assigned,aruco:332,confirmed,,in_domain,true
2026-06-11/bee-3,2026-06-11,3,aruco:394,aruco,394,assigned,1,1,aruco:190,decoder_conflict,decoder_competition_or_disagreement;same_tag_used_by_multiple_bee_numbers_same_day,aruco:190,assigned,aruco:394,confirmed,,in_domain,true
2026-06-11/bee-4,2026-06-11,4,aruco:306,aruco,306,assigned,1,1,aruco:306,decoder_confirmed,,aruco:306,assigned,aruco:306,confirmed,,in_domain,true
2026-06-11/bee-5,2026-06-11,5,aruco:356,aruco,356,assigned,1,1,aruco:356,decoder_conflict,decoder_competition_or_disagreement,aruco:356,assigned,aruco:356,confirmed,,in_domain,true
2026-06-11/bee-6,2026-06-11,6,aruco:355,aruco,355,assigned,1,1,aruco:355,decoder_conflict,decoder_competition_or_disagreement,aruco:355,assigned,aruco:355,confirmed,,in_domain,true
2026-06-11/bee-7,2026-06-11,7,aruco:298,aruco,298,assigned,2,1;2,aruco:298,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:298,assigned,aruco:298,confirmed,,in_domain,true
2026-06-11/bee-8,2026-06-11,8,aruco:406,aruco,406,assigned,1,1,aruco:406,decoder_confirmed,,aruco:406,assigned,aruco:406,confirmed,,in_domain,true
2026-06-11/bee-9,2026-06-11,9,aruco:348,aruco,348,assigned,1,1,aruco:987,decoder_conflict,decoder_competition_or_disagreement,aruco:987,assigned,aruco:348,confirmed,,in_domain,true
2026-06-11/bee-10,2026-06-11,10,aruco:419,aruco,419,assigned,1,1,aruco:419,decoder_conflict,decoder_competition_or_disagreement,aruco:419,assigned,aruco:419,confirmed,,in_domain,true
2026-06-11/bee-11,2026-06-11,11,aruco:352,aruco,352,assigned,1,1,aruco:352,decoder_conflict,decoder_competition_or_disagreement,aruco:352,assigned,aruco:352,confirmed,,in_domain,true
2026-06-11/bee-12,2026-06-11,12,aruco:384,aruco,384,assigned,1,1,aruco:384,decoder_conflict,decoder_competition_or_disagreement,aruco:384,assigned,aruco:384,confirmed,,in_domain,true
2026-06-11/bee-13,2026-06-11,13,aruco:339,aruco,339,assigned,2,1;2,aruco:339,decoder_conflict,decoder_competition_or_disagreement,aruco:339,assigned,aruco:339,confirmed,,in_domain,true
2026-06-11/bee-14,2026-06-11,14,aruco:411,aruco,411,assigned,1,1,aruco:190,decoder_conflict,decoder_competition_or_disagreement;same_tag_used_by_multiple_bee_numbers_same_day,aruco:190,assigned,aruco:411,confirmed,,in_domain,true
2026-06-11/bee-15,2026-06-11,15,aruco:431,aruco,431,assigned,2,1;2,aruco:431,decoder_confirmed;decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:431,assigned,aruco:431,confirmed,,in_domain,true
2026-06-11/bee-16,2026-06-11,16,aruco:466,aruco,466,assigned,1,1,aruco:466,decoder_conflict,decoder_competition_or_disagreement,aruco:466,assigned,aruco:466,confirmed,,in_domain,true
2026-06-11/bee-17,2026-06-11,17,aruco:334,aruco,334,assigned,1,1,aruco:334,decoder_conflict,decoder_competition_or_disagreement,aruco:334,assigned,aruco:334,confirmed,,in_domain,true
2026-06-11/bee-18,2026-06-11,18,aruco:273,aruco,273,assigned,1,1,aruco:653,decoder_conflict,decoder_competition_or_disagreement;same_tag_used_by_multiple_bee_numbers_same_day,aruco:653,assigned,aruco:273,confirmed,,in_domain,true
2026-06-11/bee-19,2026-06-11,19,,,,missing_tag,2,1;2,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,,dorsal,,in_domain,true
2026-06-11/bee-20,2026-06-11,20,aruco:705,aruco,705,assigned,2,1;2,aruco:460,decoder_conflict,decoder_competition_or_disagreement,aruco:460,assigned,aruco:705,confirmed,,in_domain,true
2026-06-11/bee-21,2026-06-11,21,aruco:425,aruco,425,assigned,1,1,aruco:425,decoder_conflict,decoder_competition_or_disagreement,aruco:425,assigned,aruco:425,confirmed,,in_domain,true
2026-06-11/bee-22,2026-06-11,22,aruco:347,aruco,347,assigned,1,1,aruco:347,decoder_conflict,decoder_competition_or_disagreement,aruco:347,assigned,aruco:347,confirmed,,in_domain,true
2026-06-11/bee-23,2026-06-11,23,aruco:322,aruco,322,assigned,2,1;2,aruco:322,decoder_confirmed_with_competing_ids;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:322,assigned,aruco:322,confirmed,,in_domain,true
2026-06-11/bee-24,2026-06-11,24,aruco:450,aruco,450,assigned,2,1;2,aruco:450,decoder_confirmed,,aruco:450,assigned,aruco:450,confirmed,,in_domain,true
2026-06-11/bee-25,2026-06-11,25,aruco:304,aruco,304,assigned,1,1,aruco:304,decoder_conflict,decoder_competition_or_disagreement,aruco:304,assigned,aruco:304,confirmed,,in_domain,true
2026-06-11/bee-26,2026-06-11,26,aruco:248,aruco,248,assigned,1,1,aruco:248,decoder_conflict,decoder_competition_or_disagreement,aruco:248,assigned,aruco:248,confirmed,,in_domain,true
2026-06-11/bee-27,2026-06-11,27,aruco:222,aruco,222,assigned,1,1,aruco:222,decoder_conflict,decoder_competition_or_disagreement,aruco:222,assigned,aruco:222,confirmed,,in_domain,true
2026-06-11/bee-28,2026-06-11,28,,,,missing_tag,3,1;2;3,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,,,possibly 110?,in_domain,true
2026-06-11/bee-29,2026-06-11,29,aruco:404,aruco,404,assigned,3,1;2;3,aruco:404,decoder_conflict,decoder_competition_or_disagreement,aruco:404,assigned,aruco:404,confirmed,,in_domain,true
2026-06-11/bee-30,2026-06-11,30,aruco:361,aruco,361,assigned,1,1,aruco:361,decoder_conflict,decoder_competition_or_disagreement,aruco:361,assigned,aruco:361,confirmed,,in_domain,true
2026-06-11/bee-31,2026-06-11,31,aruco:416,aruco,416,assigned,2,1;2,aruco:416,decoder_conflict,decoder_competition_or_disagreement,aruco:416,assigned,aruco:416,confirmed,,in_domain,true
2026-06-11/bee-32,2026-06-11,32,aruco:372,aruco,372,assigned,2,1;2,aruco:372,decoder_confirmed_with_competing_ids;decoder_conflict,decoder_competition_or_disagreement,aruco:372,assigned,aruco:372,confirmed,,in_domain,true
2026-06-11/bee-33,2026-06-11,33,aruco:337,aruco,337,assigned,1,1,aruco:337,decoder_conflict,decoder_competition_or_disagreement,aruco:337,assigned,aruco:337,confirmed,,in_domain,true
2026-06-11/bee-34,2026-06-11,34,aruco:370,aruco,370,assigned,1,1,aruco:370,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:370,assigned,aruco:370,confirmed,,in_domain,true
2026-06-11/bee-35,2026-06-11,35,aruco:277,aruco,277,assigned,2,1;2,aruco:277,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:277,assigned,aruco:277,confirmed,,in_domain,true
2026-06-11/bee-36,2026-06-11,36,aruco:397,aruco,397,assigned,1,1,aruco:397,decoder_conflict,decoder_competition_or_disagreement,aruco:397,assigned,aruco:397,confirmed,,in_domain,true
2026-06-11/bee-37,2026-06-11,37,aruco:461,aruco,461,assigned,2,1;2,aruco:461,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:461,assigned,aruco:461,confirmed,,in_domain,true
2026-06-11/bee-38,2026-06-11,38,aruco:284,aruco,284,assigned,2,1;2,aruco:284,decoder_confirmed;decoder_conflict,decoder_competition_or_disagreement,aruco:284,assigned,aruco:284,confirmed,,in_domain,true
2026-06-11/bee-39,2026-06-11,39,aruco:454,aruco,454,assigned,2,1;2,aruco:454,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:454,assigned,aruco:454,confirmed,,in_domain,true
2026-06-11/bee-40,2026-06-11,40,aruco:457,aruco,457,assigned,1,1,aruco:457,decoder_confirmed_with_competing_ids,decoder_competition_or_disagreement,aruco:457,assigned,aruco:457,confirmed,,in_domain,true
2026-06-11/bee-41,2026-06-11,41,aruco:387,aruco,387,assigned,2,1;2,aruco:437,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images;same_tag_used_by_multiple_bee_numbers_same_day,aruco:437,assigned,aruco:387,confirmed,,in_domain,true
2026-06-11/bee-42,2026-06-11,42,aruco:291,aruco,291,assigned,1,1,aruco:291,decoder_conflict,decoder_competition_or_disagreement,aruco:291,assigned,aruco:291,confirmed,,in_domain,true
2026-06-11/bee-43,2026-06-11,43,aruco:449,aruco,449,assigned,1,1,aruco:449,decoder_conflict,decoder_competition_or_disagreement,aruco:449,assigned,aruco:449,confirmed,,in_domain,true
2026-06-11/bee-44,2026-06-11,44,aruco:362,aruco,362,assigned,2,1;2,aruco:362,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:362,assigned,aruco:362,confirmed,,in_domain,true
2026-06-11/bee-45,2026-06-11,45,aruco:279,aruco,279,assigned,1,1,aruco:279,decoder_conflict,decoder_competition_or_disagreement,aruco:279,assigned,aruco:279,confirmed,,in_domain,true
2026-06-11/bee-46,2026-06-11,46,aruco:403,aruco,403,assigned,1,1,aruco:403,decoder_confirmed,,aruco:403,assigned,aruco:403,confirmed,,in_domain,true
2026-06-11/bee-47,2026-06-11,47,aruco:378,aruco,378,assigned,1,1,aruco:378,decoder_conflict,decoder_competition_or_disagreement,aruco:378,assigned,aruco:378,confirmed,,in_domain,true
2026-06-11/bee-48,2026-06-11,48,aruco:294,aruco,294,assigned,1,1,aruco:294,decoder_confirmed_with_competing_ids,decoder_competition_or_disagreement,aruco:294,assigned,aruco:294,confirmed,,in_domain,true
2026-06-11/bee-49,2026-06-11,49,,,,missing_tag,2,1;2,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,,unreadable,actually unreadable,in_domain,true
2026-06-11/bee-50,2026-06-11,50,aruco:301,aruco,301,assigned,1,1,aruco:301,decoder_conflict,decoder_competition_or_disagreement,aruco:301,assigned,aruco:301,confirmed,,in_domain,true
2026-06-11/bee-51,2026-06-11,51,aruco:326,aruco,326,assigned,3,1;2;3,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,aruco:326,confirmed,,in_domain,true
2026-06-11/bee-52,2026-06-11,52,aruco:414,aruco,414,assigned,2,1;2,,no_tag_decoded,decoder_did_not_confirm_all_images,,missing_tag,aruco:414,confirmed,,in_domain,true
2026-06-11/bee-53,2026-06-11,53,aruco:421,aruco,421,assigned,2,1;2,aruco:421,decoder_conflict,decoder_competition_or_disagreement,aruco:421,assigned,aruco:421,confirmed,,in_domain,true
2026-06-11/bee-54,2026-06-11,54,aruco:319,aruco,319,assigned,1,1,aruco:17,decoder_no_confirmation,decoder_did_not_confirm_all_images;same_tag_used_by_multiple_bee_numbers_same_day,aruco:17,assigned,aruco:319,confirmed,,in_domain,true
2026-06-11/bee-55,2026-06-11,55,aruco:338,aruco,338,assigned,2,1;2,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:338,confirmed,,in_domain,true
2026-06-11/bee-56,2026-06-11,56,aruco:381,aruco,381,assigned,2,1;2,aruco:381,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:381,assigned,aruco:381,confirmed,,in_domain,true
2026-06-11/bee-57,2026-06-11,57,aruco:293,aruco,293,assigned,2,1;2,aruco:293,decoder_confirmed;decoder_conflict,decoder_competition_or_disagreement,aruco:293,assigned,aruco:293,confirmed,,in_domain,true
2026-06-11/bee-58,2026-06-11,58,aruco:309,aruco,309,assigned,1,1,aruco:309,decoder_confirmed,,aruco:309,assigned,aruco:309,confirmed,,in_domain,true
2026-06-11/bee-59,2026-06-11,59,aruco:320,aruco,320,assigned,1,1,aruco:320,decoder_conflict,decoder_competition_or_disagreement,aruco:320,assigned,aruco:320,confirmed,,in_domain,true
2026-06-11/bee-60,2026-06-11,60,aruco:410,aruco,410,assigned,1,1,aruco:410,decoder_confirmed_with_competing_ids,decoder_competition_or_disagreement,aruco:410,assigned,aruco:410,confirmed,,in_domain,true
2026-06-11/bee-61,2026-06-11,61,aruco:342,aruco,342,assigned,1,1,aruco:342,decoder_conflict,decoder_competition_or_disagreement,aruco:342,assigned,aruco:342,confirmed,,in_domain,true
2026-06-11/bee-62,2026-06-11,62,aruco:295,aruco,295,assigned,1,1,aruco:295,decoder_conflict,decoder_competition_or_disagreement,aruco:295,assigned,aruco:295,confirmed,,in_domain,true
2026-06-11/bee-63,2026-06-11,63,aruco:359,aruco,359,assigned,1,1,aruco:359,decoder_conflict,decoder_competition_or_disagreement,aruco:359,assigned,aruco:359,confirmed,,in_domain,true
2026-06-11/bee-64,2026-06-11,64,aruco:388,aruco,388,assigned,1,1,aruco:388,decoder_conflict,decoder_competition_or_disagreement,aruco:388,assigned,aruco:388,confirmed,,in_domain,true
2026-06-11/bee-65,2026-06-11,65,aruco:446,aruco,446,assigned,2,1;2,aruco:446,decoder_confirmed_with_competing_ids;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:446,assigned,aruco:446,confirmed,,in_domain,true
2026-06-11/bee-66,2026-06-11,66,aruco:402,aruco,402,assigned,2,1;2,aruco:17,decoder_conflict,decoder_competition_or_disagreement;same_tag_used_by_multiple_bee_numbers_same_day,aruco:17,assigned,aruco:402,confirmed,,in_domain,true
2026-06-11/bee-67,2026-06-11,67,aruco:290,aruco,290,assigned,1,1,aruco:290,decoder_confirmed_with_competing_ids,decoder_competition_or_disagreement,aruco:290,assigned,aruco:290,confirmed,,in_domain,true
2026-06-11/bee-68,2026-06-11,68,,,,missing_tag,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,,dorsal,,in_domain,true
2026-06-11/bee-69,2026-06-11,69,aruco:407,aruco,407,assigned,1,1,aruco:407,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:407,assigned,aruco:407,confirmed,,in_domain,true
2026-06-11/bee-70,2026-06-11,70,aruco:345,aruco,345,assigned,2,1;2,aruco:345,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:345,assigned,aruco:345,confirmed,,in_domain,true
2026-06-11/bee-71,2026-06-11,71,aruco:316,aruco,316,assigned,2,1;2,aruco:316,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:316,assigned,aruco:316,confirmed,,in_domain,true
2026-06-11/bee-72,2026-06-11,72,aruco:307,aruco,307,assigned,2,1;2,aruco:307,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,aruco:307,assigned,aruco:307,confirmed,,in_domain,true
2026-06-11/bee-73,2026-06-11,73,aruco:467,aruco,467,assigned,1,1,aruco:467,decoder_conflict,decoder_competition_or_disagreement,aruco:467,assigned,aruco:467,confirmed,,in_domain,true
2026-06-11/bee-74,2026-06-11,74,aruco:329,aruco,329,assigned,2,1;2,,decoder_found_id;no_tag_decoded,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images,,missing_tag,aruco:329,confirmed,,in_domain,true
2026-06-11/bee-75,2026-06-11,75,aruco:366,aruco,366,assigned,1,1,aruco:366,decoder_conflict,decoder_competition_or_disagreement,aruco:366,assigned,aruco:366,confirmed,,in_domain,true
2026-06-11/bee-76,2026-06-11,76,aruco:311,aruco,311,assigned,1,1,aruco:311,decoder_no_confirmation,decoder_did_not_confirm_all_images,aruco:311,assigned,aruco:311,confirmed,,in_domain,true
2026-06-11/bee-77,2026-06-11,77,aruco:415,aruco,415,assigned,1,1,,no_tag_decoded,decoder_did_not_confirm_all_images,,missing_tag,aruco:415,confirmed,,in_domain,true
2026-06-11/bee-78,2026-06-11,78,aruco:409,aruco,409,assigned,1,1,aruco:409,decoder_conflict,decoder_competition_or_disagreement;same_tag_used_by_multiple_bee_numbers_same_day,aruco:409,assigned,aruco:409,confirmed,,in_domain,true
2026-06-11/bee-79,2026-06-11,79,aruco:409,aruco,409,assigned,2,1;2,aruco:409,decoder_conflict;decoder_no_confirmation,decoder_competition_or_disagreement;decoder_did_not_confirm_all_images;same_tag_used_by_multiple_bee_numbers_same_day,aruco:409,assigned,aruco:409,confirmed,,in_domain,true
2026-06-11/bee-80,2026-06-11,80,aruco:422,aruco,422,assigned,1,1,aruco:422,decoder_conflict,decoder_competition_or_disagreement,aruco:422,assigned,aruco:422,confirmed,,in_domain,true
2026-06-11/bee-81,2026-06-11,81,aruco:412,aruco,412,assigned,1,1,aruco:412,decoder_confirmed_with_competing_ids,decoder_competition_or_disagreement,aruco:412,assigned,aruco:412,confirmed,,in_domain,true
2026-06-11/bee-82,2026-06-11,82,aruco:430,aruco,430,assigned,2,1;2,aruco:255,decoder_conflict,decoder_competition_or_disagreement,aruco:255,assigned,aruco:430,confirmed,,in_domain,true
2026-06-11/bee-83,2026-06-11,83,aruco:433,aruco,433,assigned,1,1,,decoder_found_id,decoder_competition_or_disagreement,,missing_tag,aruco:433,confirmed,,in_domain,true
2026-06-11/bee-84,2026-06-11,84,aruco:343,aruco,343,assigned,2,1;2,aruco:190,decoder_conflict,decoder_competition_or_disagreement;same_tag_used_by_multiple_bee_numbers_same_day,aruco:190,assigned,aruco:343,confirmed,,in_domain,true
