tag_id,bee_number,first_assignment_date,recaptured,recapture_1_date,recapture_2_date,recapture_3_date
aruco:551,21,2026-06-17,false,,,
aruco:552,9,2026-06-23,false,,,
aruco:553,764,2026-06-16,false,,,
aruco:554,12,2026-06-16,true,2026-06-23,,
aruco:555,32,2026-06-16,false,,,
aruco:556,5,2026-06-17,false,,,
aruco:557,5,2026-06-22,false,,,
aruco:558,36,2026-06-23,false,,,
aruco:559,21,2026-06-24,false,,,
aruco:560,49,2026-06-16,false,,,
aruco:561,16,2026-06-24,false,,,
aruco:562,50,2026-06-16,false,,,
aruco:563,64,2026-06-17,false,,,
aruco:564,11,2026-06-22,false,,,
aruco:565,36,2026-06-22,false,,,
aruco:566,10,2026-06-24,false,,,
aruco:567,724,2026-06-16,false,,,
aruco:568,741,2026-06-16,false,,,
aruco:569,46,2026-06-17,false,,,
aruco:570,32,2026-06-17,false,,,
aruco:571,735,2026-06-16,false,,,
aruco:572,47,2026-06-16,false,,,
aruco:573,739,2026-06-16,false,,,
aruco:574,52,2026-06-22,false,,,
aruco:575,65,2026-06-17,false,,,
aruco:576,60,2026-06-17,false,,,
aruco:577,18,2026-06-23,false,,,
aruco:578,19,2026-06-23,false,,,
aruco:579,67,2026-06-17,false,,,
aruco:580,30,2026-06-23,false,,,
aruco:581,38,2026-06-22,false,,,
aruco:582,30,2026-06-22,false,,,
aruco:583,70,2026-06-17,false,,,
aruco:584,51,2026-06-22,false,,,
aruco:585,6,2026-06-23,false,,,
aruco:586,8,2026-06-22,true,2026-06-24,,
aruco:587,10,2026-06-17,false,,,
aruco:588,15,2026-06-22,false,,,
aruco:589,7,2026-06-22,false,,,
aruco:590,35,2026-06-23,false,,,
aruco:591,16,2026-06-22,false,,,
aruco:592,1,2026-06-17,false,,,
aruco:593,12,2026-06-17,false,,,
aruco:594,29,2026-06-16,false,,,
aruco:595,28,2026-06-22,false,,,
aruco:596,40,2026-06-17,false,,,
aruco:597,40,2026-06-23,false,,,
aruco:598,753,2026-06-16,false,,,
aruco:599,43,2026-06-22,false,,,
aruco:600,8,2026-06-23,false,,,
aruco:601,10,2026-06-22,false,,,
aruco:602,44,2026-06-16,false,,,
aruco:603,33,2026-06-16,false,,,
aruco:605,18,2026-06-16,false,,,
aruco:606,1,2026-06-24,false,,,
aruco:607,31,2026-06-17,false,,,
aruco:608,20,2026-06-16,true,2026-06-17,2026-06-22,
aruco:609,11,2026-06-24,false,,,
aruco:610,4,2026-06-23,false,,,
aruco:611,14,2026-06-22,false,,,
aruco:612,1,2026-06-23,false,,,
aruco:613,24,2026-06-16,false,,,
aruco:614,27;45,2026-06-23,false,,,
aruco:615,43,2026-06-17,true,2026-06-22,,
aruco:616,27,2026-06-16,false,,,
aruco:617,17,2026-06-16,false,,,
aruco:618,769,2026-06-16,false,,,
aruco:619,46,2026-06-16,false,,,
aruco:621,10,2026-06-23,false,,,
aruco:622,63,2026-06-17,false,,,
aruco:624,49,2026-06-17,false,,,
aruco:625,52,2026-06-17,false,,,
aruco:626,46,2026-06-22,true,2026-06-24,,
aruco:627,5,2026-06-16,false,,,
aruco:628,41,2026-06-16,false,,,
aruco:629,45,2026-06-22,true,2026-06-24,,
aruco:631,7,2026-06-23,false,,,
aruco:632,13,2026-06-22,false,,,
aruco:633,49,2026-06-22,false,,,
aruco:634,737,2026-06-16,false,,,
aruco:635,17,2026-06-24,false,,,
aruco:636,37,2026-06-22,false,,,
aruco:637,33,2026-06-22,false,,,
aruco:639,19,2026-06-22,false,,,
aruco:640,31,2026-06-16,false,,,
aruco:641,43,2026-06-16,true,2026-06-17,,
aruco:642,54,2026-06-22,false,,,
aruco:643,738,2026-06-16,false,,,
aruco:644,57,2026-06-17,false,,,
aruco:645,25,2026-06-16,false,,,
aruco:646,38,2026-06-17,false,,,
aruco:647,54,2026-06-17,true,2026-06-24,2026-07-07,
aruco:648,15,2026-06-24,false,,,
aruco:649,22,2026-06-17,false,,,
aruco:650,29,2026-06-23,false,,,
aruco:651,757,2026-06-16,false,,,
aruco:652,742,2026-06-16,false,,,
aruco:653,749,2026-06-16,false,,,
aruco:654,41,2026-06-23,false,,,
aruco:655,42,2026-06-16,true,2026-06-22,2026-06-23,
aruco:656,20,2026-06-23,false,,,
aruco:657,59,2026-06-17,true,2026-06-22,,
aruco:659,38,2026-06-23,false,,,
aruco:660,734,2026-06-16,false,,,
aruco:661,747,2026-06-16,false,,,
aruco:662,18,2026-06-17,false,,,
aruco:663,23,2026-06-16,false,,,
aruco:664,21,2026-06-22,false,,,
aruco:665,26,2026-06-16,false,,,
aruco:666,51,2026-06-16,true,2026-06-17,,
aruco:667,37,2026-06-23,false,,,
aruco:670,11,2026-06-16,false,,,
aruco:671,3,2026-06-17,false,,,
aruco:672,17,2026-06-17,false,,,
aruco:674,31,2026-06-22,false,,,
aruco:675,35,2026-06-17,false,,,
aruco:676,39,2026-06-22,false,,,
aruco:677,23,2026-06-24,false,,,
aruco:678,52,2026-06-16,false,,,
aruco:679,28,2026-06-17,false,,,
aruco:680,733,2026-06-16,false,,,
aruco:681,66,2026-06-17,false,,,
aruco:682,46,2026-06-23,false,,,
aruco:683,765,2026-06-16,false,,,
aruco:684,68,2026-06-17,false,,,
aruco:685,42,2026-06-22,false,,,
aruco:686,47,2026-06-22,false,,,
aruco:687,766,2026-06-16,false,,,
aruco:688,26,2026-06-24,false,,,
aruco:689,48,2026-06-17,true,2026-06-24,,
aruco:690,12,2026-06-22,false,,,
aruco:692,755,2026-06-16,true,2026-06-17,,
aruco:693,20,2026-06-17,false,,,
aruco:694,33,2026-06-23,false,,,
aruco:695,45,2026-06-16,false,,,
aruco:696,42,2026-06-23,false,,,
aruco:697,768,2026-06-16,false,,,
aruco:699,727,2026-06-16,false,,,
aruco:700,57,2026-06-22,false,,,
aruco:701,4,2026-06-17,false,,,
aruco:702,28,2026-06-23,false,,,
aruco:703,44,2026-06-22,false,,,
aruco:704,25,2026-06-22,false,,,
aruco:705,20,2026-06-11,true,2026-06-17,,
aruco:706,17,2026-06-22,false,,,
aruco:707,32,2026-06-23,false,,,
aruco:708,34,2026-06-16,false,,,
aruco:709,9,2026-06-16,true,2026-06-23,,
aruco:710,36,2026-06-16,false,,,
aruco:711,14,2026-06-17,false,,,
aruco:712,34,2026-06-23,false,,,
aruco:713,9,2026-06-24,false,,,
aruco:714,714,2026-06-16,false,,,
aruco:715,37,2026-06-16,false,,,
aruco:716,58,2026-06-17,false,,,
aruco:717,767,2026-06-16,false,,,
aruco:718,16,2026-06-16,false,,,
aruco:719,71,2026-06-17,false,,,
aruco:720,763,2026-06-16,false,,,
aruco:722,722,2026-06-16,false,,,
aruco:723,33,2026-06-17,false,,,
aruco:724,740,2026-06-16,false,,,
aruco:725,16,2026-06-17,false,,,
aruco:726,15,2026-06-17,false,,,
aruco:727,20,2026-06-24,false,,,
aruco:728,55,2026-06-17,false,,,
