tag_id,bee_number,first_assignment_date,recaptured,recapture_1_date,recapture_2_date,recapture_3_date
aruco:729,37,2026-06-17,false,,,
aruco:730,743,2026-06-16,false,,,
aruco:731,2,2026-06-23,true,2026-06-24,,
aruco:732,31,2026-06-23,false,,,
aruco:733,30,2026-06-16,true,2026-06-23,,
aruco:734,760,2026-06-16,true,2026-06-17,,
aruco:735,4,2026-06-22,false,,,
aruco:737,30,2026-06-24,false,,,
aruco:738,7,2026-07-08,false,,,
aruco:739,763,2026-07-01,false,,,
aruco:740,1,2026-07-13,true,2026-07-14,2026-07-15,
aruco:742,15,2026-07-08,true,2026-07-14,,
aruco:743,759,2026-07-01,false,,,
aruco:744,758,2026-07-01,false,,,
aruco:745,3,2026-07-07,false,,,
aruco:746,26,2026-07-08,false,,,
aruco:747,67,2026-07-07,false,,,
aruco:748,35,2026-06-24,false,,,
aruco:749,25,2026-07-08,false,,,
aruco:750,750,2026-07-01,false,,,
aruco:751,56,2026-07-07,false,,,
aruco:752,9,2026-07-08,false,,,
aruco:753,42,2026-07-07,false,,,
aruco:754,29,2026-07-08,true,2026-07-14,,
aruco:755,15,2026-07-07,false,,,
aruco:756,8,2026-07-08,false,,,
aruco:757,44,2026-06-24,false,,,
aruco:758,771,2026-07-01,false,,,
aruco:759,3,2026-07-01,false,,,
aruco:760,38,2026-07-08,false,,,
aruco:761,47,2026-07-07,false,,,
aruco:762,13,2026-07-08,true,2026-07-13,,
aruco:763,24,2026-07-08,false,,,
aruco:764,12,2026-07-13,false,,,
aruco:765,51,2026-07-07,false,,,
aruco:766,5,2026-07-13,true,2026-07-15,,
aruco:767,10,2026-07-08,false,,,
aruco:768,770,2026-07-01,false,,,
aruco:769,41,2026-07-07,false,,,
aruco:770,9,2026-06-30,false,,,
aruco:771,29,2026-07-07,false,,,
aruco:772,15,2026-07-13,true,2026-07-14,,
aruco:773,2,2026-07-06,false,,,
aruco:774,37,2026-06-24,false,,,
aruco:775,37,2026-07-07,false,,,
aruco:776,769,2026-07-01,false,,,
aruco:777,39,2026-06-24,false,,,
aruco:778,751,2026-07-01,false,,,
aruco:779,55,2026-07-07,false,,,
aruco:780,4,2026-07-08,false,,,
aruco:781,33,2026-07-07,false,,,
aruco:782,14,2026-07-13,false,,,
aruco:783,52,2026-07-07,false,,,
aruco:784,37,2026-07-08,false,,,
aruco:785,13,2026-07-07,false,,,
aruco:786,30,2026-07-08,false,,,
aruco:787,7,2026-06-30,false,,,
aruco:788,766,2026-07-01,false,,,
aruco:790,17,2026-07-13,false,,,
aruco:791,24,2026-07-07,false,,,
aruco:793,23,2026-07-07,false,,,
aruco:798,28,2026-07-07,false,,,
aruco:799,36,2026-07-08,false,,,
aruco:800,11,2026-07-08,false,,,
aruco:802,27,2026-07-07,false,,,
aruco:803,19,2026-07-13,false,,,
aruco:804,754,2026-07-01,false,,,
aruco:805,3,2026-06-30,false,,,
aruco:806,11,2026-07-07,false,,,
aruco:807,764,2026-07-01,false,,,
aruco:808,48,2026-07-07,true,2026-07-14,,
aruco:809,8,2026-07-06,false,,,
aruco:810,34,2026-07-07,false,,,
aruco:811,46,2026-07-07,false,,,
aruco:812,33,2026-06-24,false,,,
aruco:813,34,2026-06-24,false,,,
aruco:814,49,2026-07-07,true,2026-07-08,2026-07-13,
aruco:816,38,2026-07-07,false,,,
aruco:817,42,2026-06-24,false,,,
aruco:818,768,2026-07-01,false,,,
aruco:819,760,2026-07-01,false,,,
aruco:820,19,2026-07-08,true,2026-07-14,,
aruco:821,7,2026-07-07,false,,,
aruco:822,19,2026-07-07,false,,,
aruco:823,6,2026-07-06,false,,,
aruco:824,65,2026-07-07,false,,,
aruco:825,9,2026-07-06,true,2026-07-07,,
aruco:826,44,2026-07-07,true,2026-07-08,2026-07-13,
aruco:828,1,2026-06-30,false,,,
aruco:829,8,2026-06-30,false,,,
aruco:830,45,2026-07-07,false,,,
aruco:831,31,2026-07-08,false,,,
aruco:832,2,2026-07-13,true,2026-07-15,,
aruco:833,756,2026-07-01,false,,,
aruco:834,31,2026-07-07,false,,,
aruco:835,752,2026-07-01,false,,,
aruco:836,2,2026-07-07,false,,,
aruco:837,11,2026-07-06,false,,,
aruco:838,6,2026-07-13,true,2026-07-14,,
aruco:839,21,2026-07-08,false,,,
aruco:840,762,2026-07-01,false,,,
aruco:841,761,2026-07-01,false,,,
aruco:842,64,2026-07-07,false,,,
aruco:843,32,2026-06-24,false,,,
aruco:844,27,2026-06-24,false,,,
aruco:845,21,2026-07-13,false,,,
aruco:846,767,2026-07-01,false,,,
aruco:847,12,2026-07-08,false,,,
aruco:848,31,2026-06-24,true,2026-07-07,,
aruco:849,27,2026-07-08,false,,,
aruco:850,11,2026-07-13,false,,,
aruco:851,2,2026-07-01,false,,,
aruco:852,68,2026-07-07,false,,,
aruco:853,18,2026-07-08,false,,,
aruco:854,39,2026-07-08,false,,,
aruco:855,13,2026-07-13,false,,,
aruco:856,18,2026-07-07,false,,,
aruco:857,41,2026-07-08,false,,,
aruco:858,8,2026-07-07,false,,,
aruco:859,4,2026-06-30,false,,,
aruco:860,16,2026-07-07,false,,,
aruco:862,1,2026-07-06,false,,,
aruco:864,17,2026-07-07,false,,,
aruco:865,5,2026-07-07,false,,,
aruco:866,29,2026-06-24,false,,,
aruco:867,26,2026-07-07,false,,,
aruco:868,4,2026-07-13,false,,,
aruco:869,10,2026-07-07,false,,,
aruco:870,5,2026-07-08,false,,,
aruco:871,23,2026-07-08,true,2026-07-14,,
aruco:872,14,2026-07-08,false,,,
aruco:873,20,2026-07-13,false,,,
aruco:874,53,2026-07-07,false,,,
aruco:875,753,2026-07-01,false,,,
aruco:876,5,2026-06-30,false,,,
aruco:877,57,2026-07-07,true,2026-07-15,,
aruco:878,1,2026-07-08,false,,,
aruco:879,22,2026-07-08,false,,,
aruco:880,14,2026-07-07,false,,,
aruco:881,4,2026-07-06,true,2026-07-08,,
aruco:882,59,2026-07-07,false,,,
aruco:883,63,2026-07-07,false,,,
aruco:884,40,2026-07-07,true,2026-07-15,,
aruco:885,7,2026-07-06,false,,,
aruco:886,43,2026-07-07,false,,,
aruco:887,16,2026-07-13,false,,,
aruco:888,30,2026-07-07,false,,,
aruco:889,757,2026-07-01,false,,,
aruco:890,43,2026-06-24,false,,,
aruco:891,765,2026-07-01,false,,,
aruco:892,17,2026-07-08,false,,,
aruco:893,4,2026-07-07,false,,,
aruco:894,7,2026-07-13,true,2026-07-15,,
aruco:895,14,2026-07-06,false,,,
aruco:896,3,2026-07-08,false,,,
aruco:897,58,2026-07-07,true,2026-07-08,,
aruco:898,3,2026-07-13,false,,,
aruco:899,32,2026-07-07,false,,,
aruco:900,60,2026-07-07,false,,,
aruco:901,50,2026-07-07,false,,,
aruco:902,28,2026-07-08,false,,,
aruco:903,62,2026-07-07,true,2026-07-08,2026-07-14,
aruco:904,1,2026-07-01,false,,,
aruco:905,25,2026-07-07,false,,,
aruco:906,5,2026-07-06,false,,,
aruco:907,13,2026-07-06,true,2026-07-07,,
aruco:908,12,2026-07-07,true,2026-07-13,,
aruco:909,32,2026-07-08,false,,,
aruco:910,39,2026-07-07,false,,,
aruco:911,6,2026-07-08,false,,,
aruco:912,35,2026-07-08,false,,,
aruco:913,33,2026-07-08,false,,,
aruco:914,40,2026-07-08,false,,,
aruco:915,20,2026-07-08,false,,,
aruco:916,66,2026-07-07,false,,,
aruco:917,61,2026-07-07,false,,,
aruco:918,6,2026-07-07,false,,,
aruco:919,36,2026-06-24,false,,,
aruco:920,755,2026-07-01,false,,,
aruco:921,69,2026-07-07,false,,,
aruco:922,34,2026-07-08,false,,,
aruco:923,28,2026-06-24,false,,,
aruco:924,35,2026-07-07,false,,,
aruco:925,2,2026-06-30,false,,,
aruco:926,2,2026-07-08,false,,,
aruco:927,22,2026-07-07,false,,,
aruco:928,10,2026-07-06,true,2026-07-07,2026-07-08,
aruco:929,6,2026-06-30,false,,,
aruco:930,3,2026-07-06,false,,,
aruco:931,12,2026-07-06,false,,,
aruco:932,54,2026-07-07,false,,,
aruco:938,9,2026-07-14,false,,,
aruco:939,4,2026-07-22,true,2026-07-27,,
aruco:940,21,2026-07-21,true,2026-07-22,,
aruco:941,13,2026-07-15,false,,,
aruco:942,29,2026-07-22,false,,,
aruco:943,3,2026-07-22,false,,,
aruco:944,29,2026-07-14,false,,,
aruco:946,26,2026-07-22,false,,,
aruco:947,30,2026-07-15,false,,,
aruco:948,12,2026-07-21,true,2026-07-22,,
aruco:949,25,2026-07-14,false,,,
aruco:950,15,2026-07-21,false,,,
aruco:951,7,2026-07-22,false,,,
aruco:954,29,2026-07-21,true,2026-07-28,,
aruco:955,44,2026-07-14,false,,,
aruco:956,49,2026-07-14,false,,,
aruco:957,24,2026-07-21,true,2026-07-28,,
aruco:958,17,2026-07-21,true,2026-07-27,2026-07-28,
aruco:959,4,2026-07-15,false,,,
aruco:960,41,2026-07-14,false,,,
aruco:961,45,2026-07-14,false,,,
aruco:962,5,2026-07-14,true,2026-07-22,,
aruco:963,25,2026-07-21,false,,,
aruco:964,22,2026-07-21,false,,,
aruco:966,7,2026-07-21,true,2026-07-27,,
aruco:967,25,2026-07-22,false,,,
aruco:968,38,2026-07-14,false,,,
aruco:969,9,2026-07-22,false,,,
aruco:971,6,2026-07-14,false,,,
aruco:972,27,2026-07-14,false,,,
aruco:973,9,2026-07-21,false,,,
aruco:974,40,2026-07-14,false,,,
aruco:975,10,2026-07-15,false,,,
aruco:976,52,2026-07-14,false,,,
aruco:977,13,2026-07-21,false,,,
aruco:978,26,2026-07-21,false,,,
aruco:979,1,2026-07-14,false,,,
aruco:980,18,2026-07-22,false,,,
aruco:981,20,2026-07-21,false,,,
aruco:982,16,2026-07-21,false,,,
aruco:983,27,2026-07-21,true,2026-07-28,,
aruco:984,18,2026-07-21,false,,,
aruco:985,24,2026-07-22,false,,,
aruco:986,20,2026-07-14,false,,,
aruco:987,15,2026-07-15,false,,,
aruco:988,53,2026-07-14,true,2026-07-21,2026-07-22,
aruco:989,51,2026-07-14,false,,,
aruco:990,28,2026-07-22,false,,,
aruco:992,23,2026-07-22,true,2026-07-27,,
aruco:993,48,2026-07-14,false,,,
aruco:994,46,2026-07-14,true,2026-07-15,,
aruco:995,30,2026-07-21,true,2026-07-22,2026-07-27,
aruco:998,26,2026-07-14,false,,,
aruco:1000,28,2026-07-15,false,,,
aruco:1003,22,2026-07-22,false,,,
aruco:1004,43,2026-07-14,false,,,
aruco:1005,14,2026-07-21,false,,,
aruco:1006,7,2026-07-15,false,,,
aruco:1007,12,2026-07-22,false,,,
aruco:1008,5,2026-07-22,true,2026-07-27,,
aruco:1009,8,2026-07-15,false,,,
aruco:1011,19,2026-07-22,false,,,
aruco:1012,3,2026-07-15,false,,,
aruco:1013,21,2026-07-14,true,2026-07-15,,
aruco:1015,47,2026-07-14,true,2026-07-15,2026-07-21,
aruco:1016,35,2026-07-14,false,,,
aruco:1018,23,2026-07-21,true,2026-07-27,,
aruco:1019,27,2026-07-22,false,,,
aruco:1020,37,2026-07-14,false,,,
aruco:1021,39,2026-07-14,false,,,
aruco:1022,23,2026-07-14,false,,,
aruco:1023,36,2026-07-14,false,,,
aruco:1024,5,2026-07-21,false,,,
aruco:1025,21,2026-07-22,true,2026-07-27,,
aruco:1027,16,2026-07-15,false,,,
aruco:1028,30,2026-07-22,false,,,
aruco:1029,30,2026-07-14,false,,,
aruco:1030,20,2026-07-22,false,,,
aruco:1033,6,2026-07-15,false,,,
aruco:1034,17,2026-07-15,false,,,
aruco:1035,11,2026-07-21,false,,,
aruco:1036,8,2026-07-21,true,2026-07-22,,
aruco:1037,31,2026-07-21,false,,,
aruco:1038,6,2026-07-22,false,,,
aruco:1039,28,2026-07-14,true,2026-07-15,,
aruco:1040,17,2026-07-22,true,2026-07-27,,
aruco:1041,1,2026-07-21,false,,,
aruco:1042,19,2026-07-21,false,,,
aruco:1043,2,2026-07-14,true,2026-07-22,,
aruco:1044,4,2026-07-14,false,,,
aruco:1045,3,2026-07-14,false,,,
aruco:1046,7,2026-07-14,true,2026-07-21,,
aruco:1047,24,2026-07-14,false,,,
aruco:1048,42,2026-07-14,false,,,
aruco:1049,11,2026-07-22,false,,,
aruco:1050,50,2026-07-14,false,,,
aruco:1051,2,2026-07-15,false,,,
aruco:1052,33,2026-07-14,true,2026-07-15,,
aruco:1053,32,2026-07-14,false,,,
aruco:1054,10,2026-07-22,false,,,
aruco:1056,12,2026-07-15,false,,,
aruco:1057,19,2026-07-14,false,,,
aruco:1059,2,2026-07-21,false,,,
aruco:1060,34,2026-07-14,false,,,
aruco:1061,28,2026-07-21,false,,,
aruco:1062,14,2026-07-15,false,,,
aruco:1063,31,2026-07-14,false,,,
aruco:1064,1,2026-07-15,false,,,
aruco:1065,8,2026-07-14,false,,,
aruco:1066,9,2026-07-15,false,,,
aruco:1067,5,2026-07-15,false,,,
aruco:1068,22,2026-07-14,false,,,
aruco:1069,10,2026-07-21,true,2026-07-22,,
aruco:1071,11,2026-07-15,false,,,
n8tag:1,11,2026-07-27,false,,,
n8tag:3,22,2026-07-28,false,,,
n8tag:4,9,2026-07-28,false,,,
n8tag:5,10,2026-07-28,false,,,
n8tag:6,8,2026-07-28,false,,,
n8tag:8,6,2026-07-28,false,,,
n8tag:9,21,2026-07-28,false,,,
n8tag:10,10,2026-07-27,false,,,
n8tag:11,3,2026-07-28,false,,,
n8tag:14,4,2026-07-28,false,,,
n8tag:16,23,2026-07-28,false,,,
n8tag:17,18,2026-07-28,false,,,
n8tag:20,3,2026-07-27,false,,,
n8tag:22,12,2026-07-28,false,,,
n8tag:23,6,2026-07-27,false,,,
n8tag:24,7,2026-07-28,false,,,
n8tag:25,17,2026-07-28,false,,,
n8tag:26,19,2026-07-28,false,,,
n8tag:28,20,2026-07-28,false,,,
n8tag:30,1,2026-07-28,false,,,
n8tag:31,11,2026-07-28,false,,,
n8tag:32,13,2026-07-27,false,,,
n8tag:33,5,2026-07-28,false,,,
n8tag:35,8,2026-07-27,false,,,
n8tag:36,2,2026-07-27,false,,,
n8tag:37,14,2026-07-27,false,,,
n8tag:38,2,2026-07-28,false,,,
n8tag:39,9,2026-07-27,false,,,
